mean intensity (a.u.),time (s),trial,normalized intensity (a.u.)
727.445,17.86,0,0.9385248199295342
728.8625,18.048000000000002,0,0.9403536302619305
735.091875,18.236,0,0.9483905582085774
727.844375,18.424,0,0.939040079983503
731.679375,18.612,0,0.9439878666676231
739.206875,18.8,0,0.9536995913781091
735.738125,18.988,0,0.9492243279985676
726.17,19.176,0,0.9368798582548918
723.824375,19.364,0,0.9338536125858073
735.7775,19.552,0,0.9492751282855787
717.255625,19.74,0,0.9253788345463513
727.921875,19.928,0,0.9391400678500008
722.760625,20.116,0,0.9324811984827479
712.4975,20.304,0,0.9192400633556396
743.363125,20.492,0,0.9590618438959382
718.23375,20.68,0,0.9266407781840057
723.73,20.868,0,0.9337318531677333
715.3225,21.056,0,0.9228847823602392
726.3175,21.244,0,0.9370701577427426
724.66375,21.432,0,0.9349365456882802
725.6925,21.62,0,0.9362638039806631
708.10875,21.808,0,0.9135778472383169
721.524375,21.996,0,0.9308862307413545
732.7475,22.184,0,0.945365925247017
733.448125,22.372,0,0.9462698478143082
733.143125,22.56,0,0.9458763471784135
710.148125,22.748,0,0.9162089795639826
729.175,22.936,0,0.9407568071429703
728.990625,23.124,0,0.9405189327831569
735.233125,23.312,0,0.9485727941588074
729.79125,23.5,0,0.9415518719523808
732.0325,23.688,0,0.9444434565431981
718.12375,23.876,0,0.9264988599218796
730.946875,24.064,0,0.9430428200584658
821.160625,-3.76,1,0.9983966961894859
824.9875,-3.572,1,1.00304954879884
825.654375,-3.384,1,1.003860359469129
827.68375,-3.196,1,1.006327746766626
815.91,-3.008,1,0.9920127969944533
819.8525,-2.82,1,0.9968062306478594
819.174375,-2.632,1,0.9959817418219329
833.220625,-2.444,1,1.0130596790328794
813.368125,-2.2560000000000002,1,0.9889222937179151
825.63375,-2.068,1,1.0038352828504604
806.486875,-1.88,1,0.9805558218529815
833.905,-1.692,1,1.01389176683416
824.063125,-1.504,1,1.0019256603439592
821.0775,-1.316,1,0.9982956298172755
827.018125,-1.1280000000000001,1,1.0055184558914076
823.2725,-0.94,1,1.0009643899616576
825.0725,-0.752,1,1.0031528948636566
817.898125,-0.5640000000000001,1,0.9944300310546127
821.6675,-0.376,1,0.9990129730907086
808.9875,-0.188,1,0.9835961718921821
151.8375,0.0,1,0.18460950725404188
206.44375,0.188,1,0.2510017549233661
256.061875,0.376,1,0.3113292603625327
298.758125,0.5640000000000001,1,0.36324090059696357
339.63875,0.752,1,0.41294503849100994
380.483125,0.94,1,0.4626051023280021
412.946875,1.1280000000000001,1,0.5020757001125968
432.404375,1.316,1,0.5257328301851779
473.730625,1.504,1,0.575978775021976
482.653125,1.692,1,0.5868270722375795
500.54625,1.88,1,0.6085821787790134
517.33625,2.068,1,0.6289960661704376
545.19375,2.2560000000000002,1,0.6628662191190141
544.66125,2.444,1,0.6622187864188394
554.889375,2.632,1,0.6746545095859274
579.839375,2.82,1,0.7049896191997472
584.19875,3.008,1,0.7102899045092761
596.878125,3.196,1,0.7257059458102669
606.435,3.384,1,0.737325539024318
611.484375,3.572,1,0.7434647512129465
623.280625,3.76,1,0.7578070572963942
644.29375,3.948,1,0.7833555723346265
635.058125,4.136,1,0.7721265664537794
650.500625,4.324,1,0.790902114758846
652.33625,4.5120000000000005,1,0.7931339338203637
674.4375,4.7,1,0.8200054304677558
671.154375,4.888,1,0.8160136887142138
678.16375,5.076,1,0.824535939573908
685.9375,5.264,1,0.8339875451194162
693.080625,5.452,1,0.8426724140516894
703.851875,5.64,1,0.8557684881770542
687.960625,5.828,1,0.8364473334415589
710.53,6.016,1,0.8638879933429776
709.5125,6.204,1,0.86265088015532
712.169375,6.392,1,0.8658812045783747
730.683125,6.58,1,0.8883908893724771
714.03125,6.768,1,0.8681449393363799
712.9625,6.956,1,0.866845514550818
723.441875,7.144,1,0.8795867165271435
725.6375,7.332,1,0.8822562365690612
725.56375,7.52,1,0.882166568659882
731.133125,7.708,1,0.8889380155979768
739.50375,7.896,1,0.8991153232898076
727.46125,8.084,1,0.8844736175774058
733.66875,8.272,1,0.8920209198991609
729.68375,8.46,1,0.8871758132133464
736.08375,8.648,1,0.8949571639760096
731.074375,8.836,1,0.8888665852296478
742.8275,9.024000000000001,1,0.9031564583831516
734.369375,9.212,1,0.8928727650363626
748.908125,9.4,1,0.9105495015052172
733.955,9.588,1,0.8923689529703815
748.729375,9.776,1,0.910332170810088
738.34375,9.964,1,0.897704953464075
749.273125,10.152,1,0.9109932816659003
766.355625,10.34,1,0.9317628011038993
749.9975,10.528,1,0.9118740029094476
757.86,10.716,1,0.9214335139049852
762.798125,10.904,1,0.9274374643323096
752.68125,11.092,1,0.9151370029265254
757.27625,11.28,1,0.9207237696069063
761.79,11.468,1,0.9262117496076829
745.69125,11.656,1,0.9066383088904293
751.801875,11.844,1,0.9140678270941947
755.98125,12.032,1,0.9191492619135238
760.421875,12.22,1,0.9245483339026567
754.460625,12.408,1,0.9173004312098558
758.176875,12.596,1,0.9218187819554412
749.6625,12.784,1,0.9114666978304646
764.4325,12.972,1,0.9294245963874231
784.548125,13.16,1,0.9538818985647977
781.62125,13.348,1,0.950323298406443
774.18375,13.536,1,0.9412805177349888
758.248125,13.724,1,0.9219054102744786
771.82,13.912,1,0.9384065852560443
761.095625,14.1,1,0.9253675034458355
757.99875,14.288,1,0.9216022111578475
774.061875,14.476,1,0.9411323377155825
776.023125,14.664,1,0.943516896181719
775.75625,14.852,1,0.9431924199340962
776.485625,15.04,1,0.944079220357927
762.89625,15.228,1,0.9275567682453699
770.696875,15.416,1,0.937041049384901
772.88125,15.604,1,0.9396968912711811
764.25,15.792,1,0.9292027063070816
773.948125,15.98,1,0.9409940363641367
774.03375,16.168,1,0.9410981423264888
776.97375,16.356,1,0.9446727003330871
775.206875,16.544,1,0.9425244700004651
775.821875,16.732,1,0.9432722091753148
771.103125,16.92,1,0.9375349827829216
790.163125,17.108,1,0.9607088180229779
801.778125,17.296,1,0.9748307538211549
771.631875,17.484,1,0.9381778560978838
788.579375,17.672,1,0.9587832376682329
781.506875,17.86,1,0.9501842371574618
813.878125,18.048000000000002,1,0.9895423701068148
792.829375,18.236,1,0.963950540909064
801.765,18.424,1,0.9748147959729111
784.645,18.612,1,0.9539996826827871
789.333125,18.8,1,0.9596996740959449
794.93375,18.988,1,0.9665091159108107
810.236875,19.176,1,0.9851152070654794
803.61875,19.364,1,0.9770686520629559
799.831875,19.552,1,0.9724644328958684
786.174375,19.74,1,0.9558591519519509
785.600625,19.928,1,0.9551615660144387
788.025625,20.116,1,0.958109968451854
787.836875,20.304,1,0.9578804793961583
795.735625,20.492,1,0.9674840644487498
796.773125,20.68,1,0.968745494357541
807.120625,20.868,1,0.9813263579538936
805.891875,21.056,1,0.9798323993992651
784.841875,21.244,1,0.9542390504064432
792.665,21.432,1,0.9637506878572494
786.855,21.62,1,0.9566866803680193
787.078125,21.808,1,0.9569579637881629
785.97,21.996,1,0.9556106654578698
790.991875,22.184,1,0.96171644215494
803.205,22.372,1,0.9765655998945103
791.638125,22.56,1,0.9625021762065603
799.54875,22.748,1,0.9721201993123249
800.015625,22.936,1,0.9726878427712808
800.8775,23.124,1,0.97373574147262
796.168125,23.312,1,0.9680099135432579
795.39875,23.5,1,0.9670744796771603
807.72625,23.688,1,0.982062698665712
802.24625,23.876,1,0.9753999170751817
807.32875,24.064,1,0.9815794038331872
810.249375,-3.76,2,1.0255393707730964
826.65875,-3.572,2,1.0463088531466926
802.165,-3.384,2,1.015306910117889
794.301875,-3.196,2,1.0053544874272697
783.63375,-3.008,2,0.9918517529144183
787.311875,-2.82,2,0.9965071863087666
807.14625,-2.632,2,1.0216117196595977
787.38,-2.444,2,0.9965934126876934
773.6325,-2.2560000000000002,2,0.9791930876338134
803.484375,-2.068,2,1.0169768540253605
784.35375,-1.88,2,0.9927630629008736
791.14125,-1.692,2,1.0013540580856861
785.72375,-1.504,2,0.9944970832917677
768.499375,-1.316,2,0.9726960486418368
782.3625,-1.1280000000000001,2,0.9902427212195832
778.698125,-0.94,2,0.9856046913145597
782.506875,-0.752,2,0.9904254578574924
777.585,-0.5640000000000001,2,0.9841957997469584
784.523125,-0.376,2,0.9929774422466457
788.893125,-0.188,2,0.9985085875811033
135.678125,0.0,2,0.1717289309111451
192.09625,0.188,2,0.24313782081334084
242.7925,0.376,2,0.30730448595338566
285.046875,0.5640000000000001,2,0.3607861997157819
329.238125,0.752,2,0.4167194322698664
362.225,0.94,2,0.45847119422743754
389.834375,1.1280000000000001,2,0.49341660972367096
426.30375,1.316,2,0.5395762008865621
439.635,1.504,2,0.5564496748545227
473.59,1.692,2,0.5994268006740896
496.650625,1.88,2,0.6286148254746449
494.111875,2.068,2,0.6254015084911542
515.59125,2.2560000000000002,2,0.6525881320193726
541.98,2.444,2,0.6859885923041937
543.426875,2.632,2,0.6878199140217666
561.90625,2.82,2,0.7112094126064216
577.554375,3.008,2,0.7310153745255885
577.9225,3.196,2,0.7314813133988716
571.19125,3.384,2,0.7229615143067507
580.57375,3.572,2,0.7348370225677459
601.121875,3.76,2,0.7608449552280666
605.065,3.948,2,0.765835801325763
608.82375,4.136,2,0.7705932824529694
633.0825,4.324,2,0.8012977840278602
636.3375,4.5120000000000005,2,0.8054176645916268
621.9325,4.7,2,0.7871851363209491
646.735,4.888,2,0.8185778667918608
666.045,5.076,2,0.8430186943452649
676.946875,5.264,2,0.8568172881766356
675.50125,5.452,2,0.854987548594456
668.4975,5.64,2,0.8461228439866281
690.6625,5.828,2,0.8741772687779904
688.42875,6.016,2,0.8713499928304287
688.141875,6.204,2,0.8709868927577004
678.959375,6.392,2,0.8593645261596096
688.146875,6.58,2,0.870993221299273
687.989375,6.768,2,0.8707938722397359
699.99,6.956,2,0.8859831630816867
698.686875,7.144,2,0.8843337869343263
695.016875,7.332,2,0.8796886374200336
707.5075,7.52,2,0.8954981253360998
717.405625,7.708,2,0.9080262644467698
707.3225,7.896,2,0.8952639692979133
710.078125,8.084,2,0.8987517867721158
727.28125,8.272,2,0.9205259251203631
716.34625,8.46,2,0.906685404701074
714.415625,8.648,2,0.9042417965863514
736.335,8.836,2,0.9319853317729594
745.583125,9.024000000000001,2,0.9436907604791905
723.133125,9.212,2,0.9152756088181898
717.34875,9.4,2,0.9079542772863813
719.085625,9.588,2,0.9101526544151655
713.505625,9.776,2,0.9030900020201371
722.535625,9.964,2,0.9145193481002635
730.054375,10.152,2,0.9240358924900698
736.928125,10.34,2,0.9327360550170097
731.255625,10.528,2,0.9255563246028883
725.108125,10.716,2,0.9177753827393692
737.84875,10.904,2,0.9339012977340657
735.445,11.092,2,0.9308588513730355
734.25,11.28,2,0.9293463299371827
741.025625,11.468,2,0.9379222948357603
743.566875,11.656,2,0.9411387760900373
736.62625,11.844,2,0.9323539693195636
728.349375,12.032,2,0.9218778598138111
748.381875,12.22,2,0.9472331616244568
741.3025,12.408,2,0.9382727378253434
751.225,12.596,2,0.9508317285761798
746.906875,12.784,2,0.945366241860538
757.873125,12.972,2,0.9592463156646559
751.581875,13.16,2,0.9512834282309245
743.814375,13.348,2,0.9414520388978813
739.25875,13.536,2,0.9356859464575406
754.710625,13.724,2,0.9552435131199828
753.206875,13.912,2,0.9533402042420215
742.714375,14.1,2,0.9400597597519079
744.765,14.288,2,0.9426552528643729
751.4225,14.476,2,0.9510817059682978
755.685,14.664,2,0.9564767876589443
755.369375,14.852,2,0.9560772984721736
765.82,15.04,2,0.9693047414266166
755.239375,15.228,2,0.9559127563912858
765.26875,15.416,2,0.9686070197182367
763.86375,15.604,2,0.9668286995363344
752.81125,15.792,2,0.952839458390089
755.296875,15.98,2,0.9559855346193707
755.668125,16.168,2,0.9564554288311368
772.74875,16.356,2,0.9780745179108552
762.428125,16.544,2,0.9650116170373
757.3925,16.732,2,0.9586379846059893
765.2575,16.92,2,0.9685927804996984
741.606875,17.108,2,0.9386579877935757
748.94375,17.296,2,0.9479443314836784
762.491875,17.484,2,0.9650923059423507
763.08125,17.672,2,0.9658382827802215
758.67,17.86,2,0.96025492697779
763.634375,18.048000000000002,2,0.9665383776916912
771.129375,18.236,2,0.9760248615090275
756.504375,18.424,2,0.9575138774091551
784.87875,18.612,2,0.9934275597659972
760.80875,18.8,2,0.9629619606354722
756.1175,18.988,2,0.9570242065049747
766.67375,19.176,2,0.9703853399001391
768.350625,19.364,2,0.9725077745300518
765.406875,19.552,2,0.96878184567918
753.148125,19.74,2,0.9532658438785434
774.9025,19.928,2,0.9808005371932553
766.7925,20.116,2,0.9705356427624884
762.475625,20.304,2,0.9650717381822398
751.578125,20.492,2,0.9512786818247451
782.64375,20.68,2,0.9905987016830423
761.14,20.868,2,0.9633812265146574
773.668125,21.056,2,0.9792381784925182
784.815625,21.244,2,0.9933476619286431
756.4375,21.432,2,0.9574292331656215
753.311875,21.62,2,0.9534731036150462
749.608125,21.808,2,0.9487852364451383
771.64625,21.996,2,0.9766790744940956
763.09125,22.184,2,0.9658509398633668
763.246875,22.372,2,0.9660479157198143
764.281875,22.56,2,0.9673579238253437
762.51875,22.748,2,0.9651263218533034
772.10625,22.936,2,0.9772613003187754
765.00625,23.124,2,0.968274771285675
768.380625,23.312,2,0.9725457457794874
757.1875,23.5,2,0.9583785144015124
766.315625,23.688,2,0.969932058110001
766.011875,23.876,2,0.9695475992094653
761.150625,24.064,2,0.9633946746654992
706.668125,-3.76,3,1.0190881772890987
692.625,-3.572,3,0.9988365455069337
718.435,-3.384,3,1.0360572222649687
693.25875,-3.196,3,0.9997504782421295
692.574375,-3.008,3,0.9987635390458383
687.740625,-2.82,3,0.9917927739827173
695.673125,-2.632,3,1.003232255516352
704.601875,-2.444,3,1.0161084320991998
705.943125,-2.2560000000000002,3,1.018042652661064
688.579375,-2.068,3,0.9930023378196333
698.86375,-1.88,3,1.007833465194039
688.150625,-1.692,3,0.9923840361861576
682.2575,-1.504,3,0.9838855433260377
695.949375,-1.316,3,1.0036306364522067
682.0325,-1.1280000000000001,3,0.9835610701656131
684.423125,-0.94,3,0.987008597495124
694.07375,-0.752,3,1.0009257921343342
680.603125,-0.5640000000000001,3,0.9814997642825826
682.750625,-0.376,3,0.9845966803359681
690.9125,-0.188,3,0.9963669442303691
144.250625,0.0,3,0.20802424971985728
193.03625,0.188,3,0.2783781427289122
243.011875,0.376,3,0.35044813823087934
278.330625,0.5640000000000001,3,0.4013814112741899
308.60625,0.752,3,0.44504197895231784
327.918125,0.94,3,0.47289169057442465
369.6,1.1280000000000001,3,0.5330012448574087
388.729375,1.316,3,0.5605877726938377
406.695625,1.504,3,0.5864969545537388
418.373125,1.692,3,0.6033371115797734
447.589375,1.88,3,0.6454699514609025
455.433125,2.068,3,0.6567814463590363
477.08375,2.2560000000000002,3,0.6880038762208895
478.31375,2.444,3,0.6897776628312104
495.01375,2.632,3,0.7138607818493888
510.70375,2.82,3,0.7364873769029947
515.83,3.008,3,0.7438799570746676
524.305,3.196,3,0.7561017794506593
541.868125,3.384,3,0.7814296135647996
533.711875,3.572,3,0.7696674614994093
557.73125,3.76,3,0.8043058726890656
549.8625,3.948,3,0.792958325217551
555.9275,4.136,3,0.8017046795196621
559.155,4.324,3,0.8063590667430853
567.359375,4.5120000000000005,3,0.8181906200122331
579.67625,4.7,3,0.8359528216024742
572.563125,4.888,3,0.8256949631613856
588.82125,5.076,3,0.8491408529450635
591.8875,5.264,3,0.8535627010701827
588.0325,5.452,3,0.8480033942549086
589.485625,5.64,3,0.8500989500826505
590.830625,5.828,3,0.8520385785305218
597.97875,6.016,3,0.862346910574343
597.555625,6.204,3,0.861736720769878
589.946875,6.392,3,0.8507641200615208
592.049375,6.58,3,0.8537961414828215
592.32375,6.768,3,0.8541918184756725
599.430625,6.956,3,0.8644406637734159
588.418125,7.144,3,0.8485595051993029
576.964375,7.332,3,0.8320420187050238
596.118125,7.52,3,0.8596636978004988
597.1525,7.708,3,0.8611553730241174
611.575625,7.896,3,0.8819550039216659
604.908125,8.084,3,0.872339782601085
598.27375,8.272,3,0.862772330940233
612.56125,8.46,3,0.8833763766271925
611.674375,8.648,3,0.8820974115865191
606.924375,8.836,3,0.8752474226442228
594.365,9.024000000000001,3,0.8571355110921909
605.963125,9.212,3,0.8738612011977422
624.191875,9.4,3,0.9001489350781386
632.116875,9.588,3,0.9115776008397593
604.444375,9.776,3,0.8716710073648766
600.895625,9.964,3,0.8665533445735136
612.301875,10.152,3,0.8830023311783698
609.3825,10.34,3,0.8787922919218611
637.7275,10.528,3,0.9196686996206793
613.205,10.716,3,0.8843047303917406
639.4875,10.904,3,0.9222068007866671
619.025625,11.092,3,0.892698670789057
626.66625,11.28,3,0.9037172385284743
630.369375,11.468,3,0.9090575259604619
638.64625,11.656,3,0.920993631692413
637.280625,11.844,3,0.9190242598715028
633.85375,12.032,3,0.9140823533753699
633.55125,12.22,3,0.9136461172374658
638.554375,12.408,3,0.9208611384852398
615.03375,12.596,3,0.8869419761345246
632.3525,12.784,3,0.9119173963438705
625.62375,12.972,3,0.9022138462185071
632.67625,13.16,3,0.912384277169148
630.965,13.348,3,0.9099164785212525
630.81625,13.536,3,0.9097019657096383
634.409375,13.724,3,0.9148836218187516
633.639375,13.912,3,0.913773202558632
625.469375,14.1,3,0.9019912215778826
645.60125,14.288,3,0.93102345760687
628.4625,14.476,3,0.9063076159258636
627.176875,14.664,3,0.9044536123397712
639.4275,14.852,3,0.9221202746105539
640.795,15.04,3,0.9240923503744675
635.435,15.228,3,0.9163626786416869
631.71875,15.416,3,0.9110034636086747
611.1575,15.604,3,0.8813520246318771
618.63,15.792,3,0.8921281388153105
620.46875,15.98,3,0.8947798055874467
613.456875,16.168,3,0.8846679600685491
621.711875,16.356,3,0.8965725197987924
619.81125,16.544,3,0.8938316229075394
613.085,16.732,3,0.8841316780395142
634.491875,16.92,3,0.9150025953109074
618.869375,17.108,3,0.8924733422054288
627.979375,17.296,3,0.9056108999452854
617.085,17.484,3,0.8899000897803953
627.05125,17.672,3,0.904272448158534
619.48625,17.86,3,0.8933629394535929
637.2125,18.048000000000002,3,0.9189260166090409
632.835,18.236,3,0.9126132110101143
638.54875,18.424,3,0.9208530266562291
637.165625,18.612,3,0.9188584180339525
623.49125,18.8,3,0.89913856170915
622.975625,18.988,3,0.8983949773831771
637.451875,19.176,3,0.9192712199991593
622.8075,19.364,3,0.8981525238271931
646.816875,19.552,3,0.9327765139874971
630.900625,19.74,3,0.9098236431447976
635.205625,19.928,3,0.9160318962809209
629.22875,20.116,3,0.9074126272999762
640.68125,20.304,3,0.9239283111655863
618.676875,20.492,3,0.8921957373903989
625.84125,20.68,3,0.9025275036069175
618.7975,20.868,3,0.8923696910569598
634.28875,21.056,3,0.9147096681521908
627.99875,21.244,3,0.9056388406896553
633.23625,21.432,3,0.9131918548128715
632.470625,21.62,3,0.9120877447530935
623.69375,21.808,3,0.8994305875535321
620.5875,21.996,3,0.894951055311004
632.895625,22.184,3,0.912700638500562
611.950625,22.372,3,0.8824957925223735
634.015625,22.56,3,0.9143157937880086
624.785,22.748,3,0.9010042823815911
634.511875,22.936,3,0.9150314373696118
629.541875,23.124,3,0.907864185781567
626.994375,23.312,3,0.9041904285540934
622.550625,23.5,3,0.8977820836357083
615.638125,23.688,3,0.8878135470959982
621.455625,23.876,3,0.8962029809216423
620.441875,24.064,3,0.8947410490710627
889.34375,-3.76,4,1.0233969318816587
875.12125,-3.572,4,1.0070306361004304
878.52625,-3.384,4,1.0109488809332714
883.743125,-3.196,4,1.0169521095712533
872.82125,-3.008,4,1.00438395089763
877.05625,-2.82,4,1.009257303868873
868.528125,-2.632,4,0.9994437115883817
868.18625,-2.444,4,0.9990503048476393
879.55,-2.2560000000000002,4,1.0121269435316917
878.71875,-2.068,4,1.0111703969774188
865.4125,-1.88,4,0.9958584600296972
854.123125,-1.692,4,0.9828674070899744
880.51625,-1.504,4,1.013238839000042
870.10125,-1.316,4,1.0012539579621447
851.90375,-1.1280000000000001,4,0.9803134997108593
863.478125,-0.94,4,0.99363251146919
848.81875,-0.752,4,0.9767634893410166
858.409375,-0.5640000000000001,4,0.987799735111932
846.86125,-0.376,4,0.9745109300868944
867.47625,-0.188,4,0.998233284632862
148.78875,0.0,4,0.17121607955136262
198.116875,0.188,4,0.22797956586413531
245.9775,0.376,4,0.2830543519442518
285.194375,0.5640000000000001,4,0.3281824922758014
323.023125,0.752,4,0.3717132717825088
357.86625,0.94,4,0.4118083949811247
373.88625,1.1280000000000001,4,0.4302431327849764
407.814375,1.316,4,0.4692853355659566
441.2875,1.504,4,0.5078039549698612
457.519375,1.692,4,0.5264825042638621
471.80875,1.88,4,0.5429257552941936
503.66625,2.068,4,0.5795852221847182
514.2175,2.2560000000000002,4,0.591726890552564
532.90875,2.444,4,0.6132355230729287
538.565625,2.632,4,0.6197450740975331
558.03,2.82,4,0.6421433668341651
569.64625,3.008,4,0.6555105655241771
582.620625,3.196,4,0.6704406030581251
587.139375,3.384,4,0.6756404764321048
612.156875,3.572,4,0.704428931676041
609.384375,3.76,4,0.7012385252739699
621.79,3.948,4,0.7155140835865733
629.14125,4.136,4,0.7239734073244363
639.094375,4.324,4,0.7354267936979669
662.480625,4.5120000000000005,4,0.7623381162301346
666.470625,4.7,4,0.7669295396906445
682.383125,4.888,4,0.7852405737295824
659.78,5.076,4,0.7592304187406509
668.230625,5.264,4,0.768954829237135
696.7325,5.452,4,0.8017528687217262
679.108125,5.64,4,0.7814719241473345
687.483125,5.828,4,0.7911093104836177
711.374375,6.016,4,0.8186017530277044
709.259375,6.204,4,0.8161679533738252
706.06625,6.392,4,0.8124935200311333
709.10125,6.58,4,0.8159859937661328
720.863125,6.768,4,0.8295207679051263
723.085,6.956,4,0.8320775521159836
729.19875,7.144,4,0.8391128441414704
721.019375,7.332,4,0.8297005698890121
730.09,7.52,4,0.8401384346575553
732.60625,7.708,4,0.8430339658060536
743.041875,7.896,4,0.8550425807058238
743.864375,8.084,4,0.8559890583489991
746.91125,8.272,4,0.8594951970347737
759.94,8.46,4,0.8744878056591142
758.849375,8.648,4,0.8732327878115906
748.68625,8.836,4,0.8615377475717173
737.11125,9.024000000000001,4,0.8482180166054514
770.19875,9.212,4,0.8862928847131255
755.53375,9.4,4,0.8694173897135323
765.811875,9.588,4,0.8812447642135455
754.095625,9.776,4,0.8677624922538466
754.334375,9.964,4,0.8680372296852242
771.290625,10.152,4,0.88754934097652
754.964375,10.34,4,0.8687621912842521
754.453125,10.528,4,0.8681738791929775
750.30375,10.716,4,0.8633990577089041
766.88375,10.904,4,0.8824782058230026
761.688125,11.092,4,0.8764994302548293
769.81875,11.28,4,0.8858556062883151
770.43375,11.468,4,0.8865633068968899
764.253125,11.656,4,0.8794510596223
765.039375,11.844,4,0.8803558232052137
776.384375,12.032,4,0.8934108856511997
773.50625,12.22,4,0.8900989331080219
768.6925,12.408,4,0.8845595935884656
767.7275,12.596,4,0.8834491365359863
792.525,12.784,4,0.9119844305866113
775.908125,12.972,4,0.8928628492043157
773.40375,13.16,4,0.8899809830065927
795.133125,13.348,4,0.9149856853016344
774.0425,13.536,4,0.8907160135167183
